Date Read,My Review,Title,Bookshelves,Author,Publisher,My Rating,Average Rating,Binding,Year Published,Date Added,ISBN,ISBN13,ASIN
,,"The Girl in the Eagle's Talons: A Lisbeth Salander Novel (Millennium Series, Book 7)",read audible audiobook mystery-thriller-and-suspense mystery,Karin Smirnoff,Random House Audio,,3.4,Audible Audio,2023,2025-09-04,,,B0BM4WN5K8
,,"Cave 13: A Joe Ledger and Rogue Team International Novel, Book 3",read audible audiobook literature-and-fiction genre-fiction,Jonathan Maberry,Macmillan Audio,,4.7,Audible Audio,2023,2025-09-04,,,B0BJXV3M3T
,,"Harm's Way: A Jonathan Grave Thriller, Book 15",read audible audiobook literature-and-fiction genre-fiction,John Gilstrap,"HighBridge, a division of Recorded Books",,4.5,Audible Audio,2023,2025-09-04,,,B0C9VV4TMT
,,Aliens vs. Predators: Ultimate Prey,read audible audiobook,Jonathan Maberry,,,,Audible Audio,,2025-09-04,,,B09SGRKGT2
,,"Five Years After: A John Matherson Novel, Book 4",to-read audible audiobook literature-and-fiction genre-fiction,William R. Forstchen,Macmillan Audio,,4.3,Audible Audio,2023,2025-09-04,,,B0BFFM17L1
,,Dead Mountain,read audible audiobook mystery-thriller-and-suspense mystery,Douglas Preston,Grand Central Publishing,,4.3,Audible Audio,2023,2025-09-04,,,B0BTQ1P7J7
,,"Black Flag: A Jake Keller Thriller, Book 3",read audible audiobook literature-and-fiction genre-fiction,David Ricciardi,Penguin Audio,,4.3,Audible Audio,2020,2025-09-04,,,0593165527
,,"The Immortal Chronicles, Volumes 1 - 5",read audible audiobook literature-and-fiction classics,Gene Doucette,Gene Doucette,,4.6,Audible Audio,2017,2025-09-04,,,B073JQ9C2M
,,"Wide Awake: Devin Gray, Book 3",read audible audiobook literature-and-fiction genre-fiction,Steven Konkoly,Brilliance Audio,,4.5,Audible Audio,2023,2025-09-04,,,B0BSRB2FMQ
,,"Bear Head: Dogs of War, Book 2",read audible audiobook science-fiction-and-fantasy science-fiction,Adrian Tchaikovsky,Recorded Books,,4.5,Audible Audio,2023,2025-09-04,,,B0BTDTF5P9
,,"Dogs of War: Dogs of War, Book 1",read audible audiobook science-fiction-and-fantasy science-fiction,Adrian Tchaikovsky,Recorded Books,,4.6,Audible Audio,2023,2025-09-04,,,B0BT2T1ZWV
,,"Graffiti on the Wall of the Universe: Sorrow Falls, Book 3",read audible audiobook science-fiction-and-fantasy science-fiction,Gene Doucette,Gene Doucette,,4.6,Audible Audio,2023,2025-09-04,,,B0CF662RNC
,,"Predator: Kay Scarpetta Mysteries, Book 14",read audible audiobook mystery-thriller-and-suspense mystery,Patricia Cornwell,Recorded Books,,4.4,Audible Audio,2023,2025-09-04,,,B0CCZMGCLX
,,Fixer Redux,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Gene Doucette,Gene Doucette,,4.6,Audible Audio,2019,2025-09-04,,,B07RZVL131
,,"Immortal: Last Call: The Immortal Series, Book 6",read audible audiobook science-fiction-and-fantasy fantasy,Gene Doucette,Gene Doucette,,4.8,Audible Audio,2020,2025-09-04,,,B08545YVSJ
,,"Hunter's Moon: A Doc Ford Novel, Book 14",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Randy Wayne White,Penguin Audio,,4.5,Audible Audio,2023,2025-09-04,,,B0CD2RLV3G
,,"The Joe Dillard Series Box Set, Part 1: Books 1-4: The Joe Dillard Box Sets",to-read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Scott Pratt,Phoenix Flying LLC,,4.6,Audible Audio,2022,2025-09-04,,,B0BF152LYJ
,,Dead Fall,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Brad Thor,Simon & Schuster Audio,,4.3,Audible Audio,2023,2025-09-04,,,B0BJRVX31C
,,The Alexandria Link: A Novel,currently-reading audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Steve Berry,Random House Audio,,4.2,Audible Audio,2007,2025-09-04,,,B002V1NJVI
,,"The Red Room: Atticus Priest, Book 3",currently-reading audible audiobook mystery-thriller-and-suspense mystery,Mark Dawson,Tantor Audio,,4.6,Audible Audio,2023,2025-09-04,,,B0C7XFRVGW
,,"Travel by Bullet: The Dispatcher, Book 3",read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,John Scalzi,Audible Originals,,4.6,Audible Audio,2022,2025-09-04,,,B0B8387XQX
,,"Murder by Other Means: The Dispatcher, Book 2",read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,John Scalzi,Audible Originals,,4.6,Audible Audio,2020,2025-09-04,,,B08FCW35B1
,,"Time of Attack: Jericho Quinn Thriller Series, Book 4",read audible audiobook literature-and-fiction genre-fiction,Marc Cameron,Tantor Audio,,4.6,Audible Audio,2021,2025-09-04,,,B09J9ZR7LH
,,"Close Quarters: A Breed Thriller, Book 4",read audible audiobook literature-and-fiction action-and-adventure,Cameron Curtis,QUEST from W. F. Howes Ltd,,4.5,Audible Audio,2023,2025-09-04,,,B0BN74Q9X6
,,The Collector: A Novel,read audible audiobook literature-and-fiction action-and-adventure,Daniel Silva,HarperAudio,,4.5,Audible Audio,2023,2025-09-04,,,B0BKMYFVYX
,,Bulletproof Mindset: Having the Right Mental Attitude to Be Successful,read audible audiobook relationships-parenting-and-personal-development personal-development,Angel Olvera,Omedio LLC,,4.5,Audible Audio,2019,2025-09-04,,,B07WNYD8CF
,,"Blind Fear: A Thriller (The Finn Thrillers, Book 3)",read audible audiobook literature-and-fiction action-and-adventure,Brandon Webb,Random House Audio,,4.4,Audible Audio,2023,2025-09-04,,,B0BL8TRS8N
,,Jive,to-read audible audiobook audible-plus literature-and-fiction anthologies-and-short-stories,Les Bohem,Audible Originals,,3.5,Audible Audio,2021,2025-09-04,,,B08X4X6L5Z
,,"Hard Candy: Tom Keeler, Book 4",read audible audiobook literature-and-fiction action-and-adventure,Jack Lively,General Projects Limited,,4.4,Audible Audio,2023,2025-09-04,,,B0C111HDT7
,,"The Atlantis Plague: The Origin Mystery, Book 2",read audible audiobook literature-and-fiction genre-fiction,A. G. Riddle,Audible Studios,,4.3,Audible Audio,2014,2025-09-04,,,B00IFG9KY8
,,Fixer,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Gene Doucette,Gene Doucette,,4.5,Audible Audio,2017,2025-09-04,,,B071LM7BTH
,,"Near Miss: A Stone Barrington Novel, Book 64",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2023,2025-09-04,,,B09XFK68DQ
,,The Killing School: Inside the World's Deadliest Sniper Program,read audible audiobook biographies-and-memoirs military-and-war,Brandon Webb,Author's Republic,,4.7,Audible Audio,2017,2025-09-04,,,B072MHR8CW
,,Cold Fear: A Thriller,read audible audiobook literature-and-fiction action-and-adventure,Brandon Webb,Random House Audio,,4.5,Audible Audio,2022,2025-09-04,,,B09L9SVZ94
,,"Tom Clancy Flash Point: A Jack Ryan Jr. Novel, Book 10",read audible audiobook literature-and-fiction genre-fiction,Don Bentley,Random House Audio,,4.6,Audible Audio,2023,2025-09-04,,,B0BBXPYR59
,,The Miernik Dossier,currently-reading audible audiobook audible-plus mystery-thriller-and-suspense thriller-and-suspense,Charles McCarry,"Blackstone Audio, Inc.",,4.1,Audible Audio,2006,2025-09-04,,,B002VACVF4
,,"Only the Dead: A Thriller (Terminal List, Book 6)",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Jack Carr,Simon & Schuster Audio,,4.9,Audible Audio,2023,2025-09-04,,,B0BJ13SVSB
,,The Eyes and the Impossible,read audible audiobook childrens-audiobooks action-and-adventure,Dave Eggers,Listening Library,,4.8,Audible Audio,2023,2025-09-04,,,B0BF7BLQRS
,,Fixit: An IQ Novel,read audible audiobook mystery-thriller-and-suspense mystery,Joe Ide,Mulholland Books,,4.2,Audible Audio,2023,2025-09-04,,,B0BHDZYLW8
,,The Ferryman: A Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Justin Cronin,Random House Audio,,3.8,Audible Audio,2023,2025-09-04,,,B0B924SDV8
,,"Forgotten War: A Matt Drake Novel, Book 4",read audible audiobook literature-and-fiction action-and-adventure,Don Bentley,Penguin Audio,,4.8,Audible Audio,2023,2025-09-04,,,B0BBWNF7Q2
,,"Breakneck: Arliss Cutter, Book 5",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Marc Cameron,Recorded Books,,4.7,Audible Audio,2023,2025-09-04,,,B0BVDJ2PMS
,,The Fall of IO,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Wesley Chu,Audible Studios,,4.1,Audible Audio,2019,2025-09-04,,,B07NS936LC
,,"Do No Harm: Lucas Page, Book 3",read audible audiobook mystery-thriller-and-suspense mystery,Robert Pobi,"Dreamscape Media, LLC",,4.7,Audible Audio,2022,2025-09-04,,,B0B622G67K
,,Diamond Solitaire,currently-reading audible audiobook audible-plus mystery-thriller-and-suspense mystery,Peter Lovesey,"Blackstone Audio, Inc.",,4.5,Audible Audio,2010,2025-09-04,,,B00488IMZU
,,"Blue Warrior: Troy Pearce, Book 2",read audible audiobook literature-and-fiction action-and-adventure,Mike Maden,Recorded Books,,4.5,Audible Audio,2014,2025-09-04,,,B00OBRC7H2
,,"Noble Legend: Jack Noble, Book 14",currently-reading audible audiobook mystery-thriller-and-suspense mystery,L.T. Ryan,Liquid Mind Media,,4.4,Audible Audio,2023,2025-09-04,,,B0BSNZFX76
,,"The Frequency of Aliens: Sorrow Falls, Book 2",read audible audiobook science-fiction-and-fantasy science-fiction,Gene Doucette,Gene Doucette,,4.5,Audible Audio,2018,2025-09-04,,,B078TLNLNQ
,,"The Cognomina Codex: The Reincarnationist Papers Series, Book 2",read audible audiobook literature-and-fiction genre-fiction,D. Eric Maikranz,Blackstone Publishing,,4.7,Audible Audio,2023,2025-09-04,,,B0BC2F9QV5
,,Invasive: A Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Chuck Wendig,HarperAudio,,4,Audible Audio,2016,2025-09-04,,,B01H41BHXQ
,,"The Great Unmaking: The Course of Empire Series, Book 3",read audible audiobook literature-and-fiction genre-fiction,Brian Nelson,Blackstone Publishing,,4.5,Audible Audio,2023,2025-09-04,,,B0BC2F9BX4
,,"Blinded by the Night: The Excoms, Book 4",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Brett Battles,Audible Studios,,4.4,Audible Audio,2022,2025-09-04,,,B09W636BXS
,,Ultimatum: A Thriller,currently-reading audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Anders de la Motte,Simon & Schuster Audio,,4.8,Audible Audio,2017,2025-09-04,,,B071D1QTBL
,,"Dead Man Talking: Alex Mason, Book 7",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Blake Banner,Right House Audio,,4.8,Audible Audio,2022,2025-09-04,,,B0BPYW4GHC
,,"Executive Order: Alex Mason, Book 6",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Blake Banner,Right House Audio,,4.7,Audible Audio,2022,2025-09-04,,,B0BN2GXZBZ
,,City of Dreams: A Novel,read audible audiobook mystery-thriller-and-suspense mystery,Don Winslow,HarperAudio,,4.5,Audible Audio,2023,2025-09-04,,,B0B8PGZNJM
,,"Rampage: The Singular Menace, Book 3",read audible audiobook teen-and-young-adult literature-and-fiction,John Sandford,Listening Library,,4.6,Audible Audio,2016,2025-09-04,,,B01FWMI8NG
,,"Outrage: The Singular Menace, Book 2",read audible audiobook teen-and-young-adult literature-and-fiction,John Sandford,Listening Library,,4.3,Audible Audio,2015,2025-09-04,,,B00ZB7QC3G
,,"Uncaged: The Singular Menace, Book 1",read audible audiobook teen-and-young-adult literature-and-fiction,John Sandford,Listening Library,,4,Audible Audio,2014,2025-09-04,,,B00KNY7KH4
,,"Target Deck: A Breed Thriller, Book 3",read audible audiobook literature-and-fiction action-and-adventure,Cameron Curtis,QUEST from W. F. Howes Ltd,,4.5,Audible Audio,2023,2025-09-04,,,B0BKH4B8FK
,,Dark Angel,read audible audiobook mystery-thriller-and-suspense crime-fiction,John Sandford,Penguin Audio,,4.2,Audible Audio,2023,2025-09-04,,,B0B9NZCWPT
,,Heart of the Nile: A Barker & Llewelyn Novel,read audible audiobook mystery-thriller-and-suspense mystery,Will Thomas,Macmillan Audio,,4.7,Audible Audio,2023,2025-09-04,,,B0B64DZX2R
,,"Robert Ludlum's The Treadstone Rendition: A Treadstone Novel, Book 4",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Joshua Hood,Penguin Audio,,4.5,Audible Audio,2023,2025-09-04,,,B0B622ZRF3
,,Lives Laid Away,read audible audiobook literature-and-fiction world-literature,Stephen Mack Jones,Recorded Books,,4.4,Audible Audio,2019,2025-09-04,,,1980027250
,,"Her Deadly Game: Keera Duggan, Book 1",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Robert Dugoni,Brilliance Audio,,4.6,Audible Audio,2023,2025-09-04,,,B0B5PXCS7N
,,The 500: A Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Matthew Quirk,Hachette Audio,,4,Audible Audio,2012,2025-09-04,,,B0083BW2HM
,,I Will Find You,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Harlan Coben,Brilliance Audio,,4.5,Audible Audio,2023,2025-09-04,,,B0BFRSMF3Q
,,"Beast Three Six: Shadow Strike, Book 5",read audible audiobook literature-and-fiction action-and-adventure,Jason Kasper,Recorded Books,,4.8,Audible Audio,2023,2025-09-04,,,B0BV85XJLD
,,Deep Fake,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Ward Larsen,Macmillan Audio,,4.7,Audible Audio,2023,2025-09-04,,,B0B64HFC8F
,,"Sons of Valor II: Violence of Action: The Sons of Valor Series, Book 2",read audible audiobook literature-and-fiction action-and-adventure,Brian Andrews,Blackstone Publishing,,4.9,Audible Audio,2022,2025-09-04,,,B09GBMZ4RT
,,The Calypso Directive: A Novel,read audible audiobook audible-plus,Brian Andrews,,,,Audible Audio,,2025-09-04,,,B00B5Z2IO0
,,Execute Authority: A Delta Force Novel,read audible audiobook literature-and-fiction genre-fiction,Dalton Fury,Macmillan Audio,,4.7,Audible Audio,2017,2025-09-04,,,B0754N1RRL
,,Kill Bin Laden: A Delta Force Commander's Account of the Hunt for the World's Most Wanted Man,read audible audiobook audible-plus biographies-and-memoirs historical,Dalton Fury,Tantor Audio,,4.5,Audible Audio,2008,2025-09-04,,,B002V8MI3Q
,,Deep Hole,read audible audiobook audible-plus literature-and-fiction genre-fiction,Don Winslow,Audible Originals,,4.3,Audible Audio,2022,2025-09-04,,,B0B1RLB7R1
,,"The Atlantis Gene: The Origin Mystery, Book 1",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,A.G. Riddle,Audible Studios,,3.9,Audible Audio,2014,2025-09-04,,,B00IIW125Y
,,Covert Kill: A David Rivers Thriller (Shadow Strike Book 3),read audible audiobook literature-and-fiction genre-fiction,Jason Kasper,Severn River Publishing,,4.7,Audible Audio,2021,2025-09-04,,,B09LZ82D16
,,Quantum Radio,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,A.G. Riddle,Recorded Books,,4.2,Audible Audio,2023,2025-09-04,,,B0BP9LV7QV
,,"Storm Watch: Joe Pickett, Book 23",read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,Recorded Books,,4.6,Audible Audio,2023,2025-09-04,,,B0BP9JWY9R
,,The Levee,read audible audiobook literature-and-fiction genre-fiction,William Kent Krueger,Simon & Schuster Audio Originals,,4.3,Audible Audio,2023,2025-09-04,,,B0BJRGK92Z
,,"Rogue Command: A Troy Stark Thriller, Book 2",read audible audiobook literature-and-fiction genre-fiction,Jack Mars,Jack Mars,,4.3,Audible Audio,2023,2025-09-04,,,B0BWFS533Y
,,"Target Two: The Spy Game, Book 2",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Jack Mars,Jack Mars,,4.3,Audible Audio,2023,2025-09-04,,,B0BV3C6DH7
,,Fade,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Kyle Mills,Macmillan Audio,,4.2,Audible Audio,2005,2025-09-04,,,B002V8LHFG
,,Every Man a King: A King Oliver Novel,to-read audible audiobook literature-and-fiction african-american,Walter Mosley,"Little, Brown & Company",,4.5,Audible Audio,2023,2025-09-04,,,B0B8352Z43
,,"Burner: Gray Man, Book 12",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mark Greaney,Audible Studios,,4.8,Audible Audio,2023,2025-09-04,,,B0B6CWW9MF
,,"Dempsey: The Tier One Thrillers, Book 7",read audible audiobook literature-and-fiction action-and-adventure,Brian Andrews,Blackstone Publishing,,4.9,Audible Audio,2023,2025-09-04,,,B0B1F44PPK
,,"The Last Orphan: An Orphan X Novel, Book 8",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Gregg Hurwitz,Macmillan Audio,,4.6,Audible Audio,2023,2025-09-04,,,B09YGBSQ4Z
,,"Chance: Constance, Book 2",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Matthew FitzSimmons,Brilliance Audio,,4.2,Audible Audio,2023,2025-09-04,,,B0BB84P273
,,Alligator Alley,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mike Lawson,Blackstone Publishing,,4.7,Audible Audio,2023,2025-09-04,,,B0BHL6JBPX
,,"The Mountain Shadow: Shantaram, Book 2",to-read audible audiobook literature-and-fiction action-and-adventure,Gregory David Roberts,Audible Studios,,4.5,Audible Audio,2023,2025-09-04,,,B0BHDS1NSQ
,,"Critical Mass: A Novel (A Delta-v Novel, Book 2)",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Daniel Suarez,Penguin Audio,,4.4,Audible Audio,2023,2025-09-04,,,B09S552HVY
,,Space: 1969,read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Bill Oakley,Audible Originals,,4.5,Audible Audio,2022,2025-09-04,,,B0B1RQWWBK
,,The Bullet Garden: An Earl Swagger Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Stephen Hunter,Simon & Schuster Audio,2,4.5,Audible Audio,2023,2025-09-04,,,B0B4ZGDPM3
,,"Open Season: A Breed Thriller, Book 2",read audible audiobook literature-and-fiction action-and-adventure,Cameron Curtis,QUEST from W. F. Howes Ltd,,4.5,Audible Audio,2023,2025-09-04,,,B0BHKS4GHL
,,The Devil's Ransom: A Pike Logan Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Brad Taylor,HarperAudio,,4.7,Audible Audio,2023,2025-09-04,,,B09YVKH15W
,,Steel Fear: A Thriller,read audible audiobook literature-and-fiction action-and-adventure,Brandon Webb,Random House Audio,,4.4,Audible Audio,2021,2025-09-04,,,0593414020
,,How to Invent Everything: A Survival Guide for the Stranded Time Traveler,read audible audiobook computers-and-technology history-and-culture,Ryan North,Penguin Audio,,4.4,Audible Audio,2018,2025-09-04,,,0525640495
,,Murder Book,read audible audiobook mystery-thriller-and-suspense mystery,Thomas Perry,"HighBridge, a division of Recorded Books",,4.1,Audible Audio,2023,2025-09-04,,,B0BRYN4X4Q
,,"Last Target Standing: A David Rivers Thriller (Shadow Strike, Book 2)",read audible audiobook literature-and-fiction genre-fiction,Jason Kasper,Severn River Publishing,,4.7,Audible Audio,2021,2025-09-04,,,B09BRDC8SW
